2,WGD00082
3,WGD00137
4,WGD00208
5,WGD00258
6,WGD00296
7,WGD00319
8,WGD00557
9,WGD00574
10,WGD00603
11,WGD00653
12,WGD00688
13,WGD00721
14,WGD00751
15,WGD00833
16,WGD00915
17,WGD00968
18,WGD01049
19,WGD01069
20,WGD01187
21,WGD01218
22,WGD01233
23,WGD01298
24,WGD01399
25,WGD01408
26,WGD01409
27,WGD01422
28,WGD01483
29,WGD01496
30,WGD01641
31,WGD01654
32,WGD01763
33,WGD01771
34,WGD01952
35,WGD01961
36,WGD02010
37,WGD02056
38,WGD02073
39,WGD02109
40,WGD02113
41,WGD02182
42,WGD02225
43,WGD02226
44,WGD02284
45,WGD02336
46,WGD02343
47,WGD02533
48,WGD02583
49,WGD02733
50,WGD02905
51,WGD02906
52,WGD03138
53,WGD03214
54,WGD03248
55,WGD03266
56,WGD03308
57,WGD03446
58,WGD03497
59,WGD03564
60,WGD03665
61,WGD03666
62,WGD03792
63,WGD03824
64,WGD04000
65,WGD04013
66,WGD04014
67,WGD04068
68,WGD04138
69,WGD04157
70,WGD04325
71,WGD04464
72,WGD04726
73,WGD04878
74,WGD04885
75,WGD04890
76,WGD04951
77,WGD05039
78,WGD05194
79,WGD05228
80,WGD05260
81,WGD05303
82,WGD05307
83,WGD05355
84,WGD05362
85,WGD05438
86,WGD05469
87,WGD05517
88,WGD05585
89,WGD05701
90,WGD05723
91,WGD05807
92,WGD05820
93,WGD05839
94,WGD06024
95,WGD06049
96,WGD06207
97,WGD06354
98,WGD06430
99,WGD06445
100,WGD06492
101,WGD06511
102,WGD06519
103,WGD06670
104,WGD06726
105,WGD06749
106,WGD06781
107,WGD06794
108,WGD06800
109,WGD06871
110,WGD06960
111,WGD07119
112,WGD07149
113,WGD07186
114,WGD07215
115,WGD07244
116,WGD07303
117,WGD07491
118,WGD07551
119,WGD07607
120,WGD07710
121,WGD07741
122,WGD07742
123,WGD07833
124,WGD07885
125,WGD07915
126,WGD07924
127,WGD07959
128,WGD08043
129,WGD08088
130,WGD08144
131,WGD08356
132,WGD08371
133,WGD08372
134,WGD08386
135,WGD08410
136,WGD08571
137,WGD08755
138,WGD08845
139,WGD08930
140,WGD09065
141,WGD09082
142,WGD09095
143,WGD09162
144,WGD09230
145,WGD09247
146,WGD09278
147,WGD09321
148,WGD09373
149,WGD09478
150,WGD09659
151,WGD09733
152,WGD09743
153,WGD09744
154,WGD09755
155,WGD09756
156,WGD09829
157,WGD10067
158,WGD10222
159,WGD10296
160,WGD10390
161,WGD10696
162,WGD10754
163,WGD10784
164,WGD10815
165,WGD10844
166,WGD10909
167,WGD10924
168,WGD11090
169,WGD11136
170,WGD11165
171,WGD11233
172,WGD11363
173,WGD11387
174,WGD11470
175,WGD11501
176,WGD11696
177,WGD11709
178,WGD11727
179,WGD11852
180,WGD11862
181,WGD11885
182,WGD11938
183,WGD11944
184,WGD12036
185,WGD12047
186,WGD12082
187,WGD12267
188,WGD12335
189,WGD12357
190,WGD12374
191,WGD12409
192,WGD12487
193,WGD12570
194,WGD12609
195,WGD12679
196,WGD12703
197,WGD12765
198,WGD12880
199,WGD12949
200,WGD13049
201,WGD13309
202,WGD13322
203,WGD13468
204,WGD13499
205,WGD13578
206,WGD13618
207,WGD13654
208,WGD13680
209,WGD13691
210,WGD13699
211,WGD13861
212,WGD13928
213,WGD14219
214,WGD14258
215,WGD14323
216,WGD14329
217,WGD14369
218,WGD14497
219,WGD14521
220,WGD14640
221,WGD14642
222,WGD14869
223,WGD15017
224,WGD15102
225,WGD15123
226,WGD15251
227,WGD15267
228,WGD15268
229,WGD15278
230,WGD15294
231,WGD15308
232,WGD15319
233,WGD15518
234,WGD15598
235,WGD15622
236,WGD15705
237,WGD15742
238,WGD15785
239,WGD15799
240,WGD15800
241,WGD15942
242,WGD16060
243,WGD16107
244,WGD16161
245,WGD16232
246,WGD16244
247,WGD16272
248,WGD16437
249,WGD16568
250,WGD16636
251,WGD16746
252,WGD16798
253,WGD16842
254,WGD16915
255,WGD16939
256,WGD17047
257,WGD17150
258,WGD17363
259,WGD17387
260,WGD17468
261,WGD17510
262,WGD17522
263,WGD17528
264,WGD17544
265,WGD17598
266,WGD17611
267,WGD17706
268,WGD17739
269,WGD17754
270,WGD17779
271,WGD17942
272,WGD17982
273,WGD17984
274,WGD17988
275,WGD18052
276,WGD18112
277,WGD18183
278,WGD18300
279,WGD18487
280,WGD18504
281,WGD18538
282,WGD18539
283,WGD18657
284,WGD18696
285,WGD18729
286,WGD18937
287,WGD18984
288,WGD19050
289,WGD19085
290,WGD19111
291,WGD19140
292,WGD19162
293,WGD19178
294,WGD19190
295,WGD19194
296,WGD19211
297,WGD19225
298,WGD19250
299,WGD19272
300,WGD19300
301,WGD19339
302,WGD19342
303,WGD19360
304,WGD19363
305,WGD19365
306,WGD19387
307,WGD19389
308,WGD19393
309,WGD19440
310,WGD19445
311,WGD19450
312,WGD19452
313,WGD19463
314,WGD19480
315,WGD19493
316,WGD19500
317,WGD19527
318,WGD19541
319,WGD19583
320,WGD19592
321,WGD19594
322,WGD19609
323,WGD19619
324,WGD19634
325,WGD19637
326,WGD19668
327,WGD19682
328,WGD19690
329,WGD19699
330,WGD19738
331,WGD19746
332,WGD19750
333,WGD19764
334,WGD19766
335,WGD19817
336,WGD19818
337,WGD19825
338,WGD19833
339,WGD19864
340,WGD19865
341,WGD19899
342,WGD19909
343,WGD19910
344,WGD19923
345,WGD19953
346,WGD19957
347,WGD20015
348,WGD20018
349,WGD20026
350,WGD20055
351,WGD20063
352,WGD20078
353,WGD20088
354,WGD20089
355,WGD20139
356,WGD20188
357,WGD20189
358,WGD20204
359,WGD20235
360,WGD20272
361,WGD20277
362,WGD20283
363,WGD20370
364,WGD20386
365,WGD20395
366,WGD20500
367,WGD20611
368,WGD20618
369,WGD20688
370,WGD20714
371,WGD20732
372,WGD20744
373,WGD20750
374,WGD20803
375,WGD20866
376,WGD20911
377,WGD20998
378,WGD21055
379,WGD21080
380,WGD21100
381,WGD21131
382,WGD21136
383,WGD21142
384,WGD21173
385,WGD21221
386,WGD21270
387,WGD21293
388,WGD21363
389,WGD21378
390,WGD21404
391,WGD21409
392,WGD21414
393,WGD21423
394,WGD21470
395,WGD21497
396,WGD21501
397,WGD21531
398,WGD21540
399,WGD21547
400,WGD21549
401,WGD21566
402,WGD21608
403,WGD21609
404,WGD21610
405,WGD21668
406,WGD21672
407,WGD21674
408,WGD21677
409,WGD21690
410,WGD21704
411,WGD21716
412,WGD21718
413,WGD21725
414,WGD21736
415,WGD21747
416,WGD21749
417,WGD21757
418,WGD21771
419,WGD21799
420,WGD21800
421,WGD21819
422,WGD21833
423,WGD21882
424,WGD21883
425,WGD21905
426,WGD21954
427,WGD21956
428,WGD21958
429,WGD21968
430,WGD21984
431,WGD22002
432,WGD22006
433,WGD22023
434,WGD22027
435,WGD22061
436,WGD22062
437,WGD22066
438,WGD22122
439,WGD22135
440,WGD22154
441,WGD22156
442,WGD22158
443,WGD22174
444,WGD22182
445,WGD22186
446,WGD22192
447,WGD22200
448,WGD22208
449,WGD22223
450,WGD22226
451,WGD22231
452,WGD22235
453,WGD22238
454,WGD22241
455,WGD22248
456,WGD22255
457,WGD22259
458,WGD22293
459,WGD22297
460,WGD22364
461,WGD22373
462,WGD22382
463,WGD22387
464,WGD22409
465,WGD22412
466,WGD22413
467,WGD22434
468,WGD22437
469,WGD22442
470,WGD22448
471,WGD22464
472,WGD22479
473,WGD22507
474,WGD22513
475,WGD22524
476,WGD22530
477,WGD22533
478,WGD22537
479,WGD22538
480,WGD22539
481,WGD22542
482,WGD22545
483,WGD22560
484,WGD22568
485,WGD22588
486,WGD22591
487,WGD22607
488,WGD22614
489,WGD22629
490,WGD22630
491,WGD22632
492,WGD22647
493,WGD22657
494,WGD22673
495,WGD22689
496,WGD22701
497,WGD22732
498,WGD22739
499,WGD22754
500,WGD22778
501,WGD22787
502,WGD22789
503,WGD22791
504,WGD22816
505,WGD22820
506,WGD22821
507,WGD22822
508,WGD22831
509,WGD22832
510,WGD22833
511,WGD22836
512,WGD22837
513,WGD22839
514,WGD22845
515,WGD22847
516,WGD22848
517,WGD22866
518,WGD22867
519,WGD22868
520,WGD22872
521,WGD22873
522,WGD22874
523,WGD22875
524,WGD22877
525,WGD22879
526,WGD22880
527,WGD22891
528,WGD22892
529,WGD22894
530,WGD22906
531,WGD22908
532,WGD22909
533,WGD22912
534,WGD22913
535,WGD22920
536,WGD22924
537,WGD22928
538,WGD22933
539,WGD22934
540,WGD22946
541,WGD22947
542,WGD22948
543,WGD22949
544,WGD22961
545,WGD22966
546,WGD22968
547,WGD22969
548,WGD22976
549,WGD22979
550,WGD22983
551,WGD22985
552,WGD22992
553,WGD22994
554,WGD22995
555,WGD23002
556,WGD23003
557,WGD23006
558,WGD23007
559,WGD23014
560,WGD23028
561,WGD23030
562,WGD23038
563,WGD23040
564,WGD23045
565,WGD23057
566,WGD23082
567,WGD23083
568,WGD23084
569,WGD23095
570,WGD23096
571,WGD23106
572,WGD23116
573,WGD23120
574,WGD23124
575,WGD23135
576,WGD23142
577,WGD23149
578,WGD23151
579,WGD23152
580,WGD23160
581,WGD23174
582,WGD23193
583,WGD23199
584,WGD23203
585,WGD23205
586,WGD23229
587,WGD23231
588,WGD23240
589,WGD23277
590,WGD23279
591,WGD23281
592,WGD23290
593,WGD23291
594,WGD23312
595,WGD23328
596,WGD23333
597,WGD23343
598,WGD23346
599,WGD23351
600,WGD23377
601,WGD23397
602,WGD23401
603,WGD23412
604,WGD23417
605,WGD23433
606,WGD23519
607,WGD23540
608,WGD23544
609,WGD23555
610,WGD23560
611,WGD23672
612,WGD23674
613,WGD23682
614,WGD23688
615,WGD23692
616,WGD23693
617,WGD23694
618,WGD23696
619,WGD23697
620,WGD23709
621,WGD23712
622,WGD23717
623,WGD23718
624,WGD23726
625,WGD23743
626,WGD23749
627,WGD23750
628,WGD23792
629,WGD23799
630,WGD23807
631,WGD23819
632,WGD23826
633,WGD23846
634,WGD23849
635,WGD23859
636,WGD23875
637,WGD23893
638,WGD23899
639,WGD23901
640,WGD23902
641,WGD23905
642,WGD23932
643,WGD23938
644,WGD23940
645,WGD23942
646,WGD23947
647,WGD23961
648,WGD23968
649,WGD23973
650,WGD23989
651,WGD23995
652,WGD23998
653,WGD23999
654,WGD24023
655,WGD24025
656,WGD24027
657,WGD24034
658,WGD24045
659,WGD24050
660,WGD24056
661,WGD24059
662,WGD24061
663,WGD24066
664,WGD24075
665,WGD24076
666,WGD24081
667,WGD24114
668,WGD24144
669,WGD24156
670,WGD24161
671,WGD24176
672,WGD24177
673,WGD24202
674,WGD24203
675,WGD24204
676,WGD24205
677,WGD24206
678,WGD24207
679,WGD24209
680,WGD24210
681,WGD24211
682,WGD24212
683,WGD24213
684,WGD24214
685,WGD24215
686,WGD24216
687,WGD24217
688,WGD24235
689,WGD24236
690,WGD24239
691,WGD24240
692,WGD24241
693,WGD24242
694,WGD24244
695,WGD24256
696,WGD24257
697,WGD24258
698,WGD24260
699,WGD24261
700,WGD24262
701,WGD24264
702,WGD24265
703,WGD24266
704,WGD24268
705,WGD24269
706,WGD24276
707,WGD24277
708,WGD24278
709,WGD24279
710,WGD24280
711,WGD24281
712,WGD24282
713,WGD24283
714,WGD24294
715,WGD24295
716,WGD24298
717,WGD24299
718,WGD24300
719,WGD24301
720,WGD24302
721,WGD24305
722,WGD24306
723,WGD24308
724,WGD24309
725,WGD24310
726,WGD24311
727,WGD24312
728,WGD24313
729,WGD24314
730,WGD24316
731,WGD24318
732,WGD24319
733,WGD24320
734,WGD24324
735,WGD24326
736,WGD24330
737,WGD24331
738,WGD24332
739,WGD24335
740,WGD24339
741,WGD24340
742,WGD24341
743,WGD24342
744,WGD24348
745,WGD24349
746,WGD24351
747,WGD24352
748,WGD24353
749,WGD24354
750,WGD24355
751,WGD24356
752,WGD24357
